Produkt,Cena,Nazwa alejki,Numer alejki,Półka,Kategoria produktu
Bonduelle Mieszanka wiosenna,"8,99 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Mroźna Kraina Włoszczyzna paski,"6,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Warzywa na rustykalną patelnię,"10,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Mieszanka chińska,"9,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Bonduelle Fasola szparagowa żółta,"8,49 zł/400g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Warzywa do rosołu,"7,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Mroźna Kraina Mieszanka warzywna,"7,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Proste Historie Warzywa na patelnię z ziołami,"10,49 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Warzywa orientalne,"11,99 zł/450g",Mrożonki,12,Półka 1, Warzywa mrożone
Hortex Truskawki,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Maliny,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Wiśnie bez pestek,"11,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Mieszanka kompotowa,"8,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Jagody,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Czarne porzeczki,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Borówki,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Truskawki,"11,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Owoce leśne,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Śliwki bez pestek,"10,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Mango,"14,99 zł/300g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Maliny,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Truskawki w czekoladzie,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Mieszanka smoothie,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Jeżyny,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Wiśnie,"10,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Mix owoców tropikalnych,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Ananas,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Brzoskwinie,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Owoce na kompot,"8,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Maliny w czekoladzie,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Poziomki,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Gruszki,"11,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Czarna porzeczka,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Mix jagodowy,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Aronia,"11,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Agrest,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Mroźna Kraina Borówka amerykańska,"13,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Owoce do smoothie,"12,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Hortex Mix tropikalny,"14,99 zł/450g",Mrożonki,12,Półka 2, Owoce mrożone
Proste Historie Pierogi ruskie,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Pierogi z mięsem,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Kluski śląskie,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Kopytka,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Anita Pyzy z mięsem,"14,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Pizza Margherita,"15,99 zł/szt",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Pizza Salami,"16,99 zł/szt",Mrożonki,12,Półka 3, Dania gotowe
Hortex Pierogi z kapustą i grzybami,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
U Jędrusia Gołąbki,"18,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Lasagne,"19,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Placki ziemniaczane,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Anita Uszka z grzybami,"15,99 zł/300g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Zapiekanka,"14,99 zł/szt",Mrożonki,12,Półka 3, Dania gotowe
Hortex Pierogi z jagodami,"14,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
U Jędrusia Bigos,"16,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Knedle ze śliwkami,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Pyzy ziemniaczane,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Anita Pierogi z serem,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Spaghetti Bolognese,"18,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
U Jędrusia Fasolka po bretońsku,"15,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Leniwe,"12,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Naleśniki z serem,"14,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
Anita Krokiety z kapustą,"15,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
U Jędrusia Flaki,"17,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Tortellini,"16,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Pierogi z truskawkami,"14,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Anita Pierogi z kaszą,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
U Jędrusia Gulasz,"19,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Proste Historie Cannelloni,"17,99 zł/400g",Mrożonki,12,Półka 3, Dania gotowe
Hortex Pierogi z serem na słodko,"13,99 zł/450g",Mrożonki,12,Półka 3, Dania gotowe
Algida Magnum Classic,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Koral Grand Gold,"9,99 zł/szt",Mrożonki,12,Półka 4, Lody
Algida Big Milk,"8,49 zł/szt",Mrożonki,12,Półka 4, Lody
Koral Kolorowe Lato,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Zielona Budka Familijne,"14,99 zł/1L",Mrożonki,12,Półka 4, Lody
Grycan Waniliowe,"16,99 zł/1L",Mrożonki,12,Półka 4, Lody
Häagen-Dazs Vanilla,"19,99 zł/460ml",Mrożonki,12,Półka 4, Lody
Koral Bracia,"12,99 zł/1L",Mrożonki,12,Półka 4, Lody
Algida Cornetto,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Carte d'Or Wanilia,"15,99 zł/1L",Mrożonki,12,Półka 4, Lody
Koral Ekipa,"9,99 zł/szt",Mrożonki,12,Półka 4, Lody
Algida Solero,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Grycan Czekoladowe,"16,99 zł/1L",Mrożonki,12,Półka 4, Lody
Koral Fresh & Fruit,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Zielona Budka Rożek,"8,49 zł/szt",Mrożonki,12,Półka 4, Lody
Algida Manhattan,"9,99 zł/szt",Mrożonki,12,Półka 4, Lody
Koral Top Milker,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Carte d'Or Czekolada,"15,99 zł/1L",Mrożonki,12,Półka 4, Lody
Grycan Sorbet,"17,99 zł/1L",Mrożonki,12,Półka 4, Lody
Häagen-Dazs Chocolate,"19,99 zł/460ml",Mrożonki,12,Półka 4, Lody
Algida Calippo,"8,49 zł/szt",Mrożonki,12,Półka 4, Lody
Koral Rożek,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Zielona Budka Bakaliowe,"14,99 zł/1L",Mrożonki,12,Półka 4, Lody
Grycan Truskawkowe,"16,99 zł/1L",Mrożonki,12,Półka 4, Lody
Carte d'Or Tiramisu,"15,99 zł/1L",Mrożonki,12,Półka 4, Lody
Koral Black,"9,99 zł/szt",Mrożonki,12,Półka 4, Lody
Algida Twister,"8,99 zł/szt",Mrożonki,12,Półka 4, Lody
Häagen-Dazs Strawberry,"19,99 zł/460ml",Mrożonki,12,Półka 4, Lody
Grycan Pistacjowe,"17,99 zł/1L",Mrożonki,12,Półka 4, Lody
Carte d'Or Stracciatella,"15,99 zł/1L",Mrożonki,12,Półka 4, Lody
"Coca Cola 0,5L",5.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Coca Cola 1L,7.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Coca Cola 2L,8.99,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
"Pepsi 0,5L",5.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Pepsi 1L,7.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Pepsi 2L,8.99,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
"Sprite 0,5L",5.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Sprite 1L,7.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Sprite 2L,8.99,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
"Fanta 0,5L",5.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Fanta 1L,7.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Fanta 2L,8.99,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
"7UP 0,5L",5.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
7UP 1L,7.49,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
7UP 2L,8.99,ALEJKA NAPOJOWA,13,Półka 1, Napoje gazowane
Tymbark jabłkowy 1L,4.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Tymbark pomarańczowy 1L,4.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Tymbark multiwitamina 1L,4.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Kubuś 100% jabłko 1L,5.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Kubuś marchew-jabłko-malina 1L,5.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Fortuna multiwitamina 1L,4.79,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Fortuna czarna porzeczka 1L,4.79,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Cappy pomarańczowy 1L,5.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Cappy jabłkowy 1L,5.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Riviva multiwitamina 1L,3.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Hortex multiwitamina 1L,4.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Hortex pomarańczowy 1L,4.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
"Sok Świeży z pomarańczy 0,3L",7.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
"Sok Świeży z grejpfruta 0,3L",7.99,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
Nektar z czarnej porzeczki 1L,5.49,ALEJKA NAPOJOWA,13,Półka 2, Napoje niegazowane
"Cisowianka niegazowana 1,5L",2.99,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Cisowianka gazowana 1,5L",2.99,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Muszynianka 1,5L",3.49,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Nałęczowianka niegazowana 1,5L",2.89,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Nałęczowianka gazowana 1,5L",2.89,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Żywiec Zdrój niegazowana 1,5L",2.79,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Żywiec Zdrój gazowana 1,5L",2.79,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Kropla Beskidu niegazowana 1,5L",2.99,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Kropla Beskidu gazowana 1,5L",2.99,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Staropolanka 1,5L",3.29,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Kinga Pienińska 1,5L",3.49,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Arctic Plus niegazowana 1,5L",2.49,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Arctic Plus gazowana 1,5L",2.49,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Jurajska niegazowana 1,5L",2.89,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
"Jurajska gazowana 1,5L",2.89,ALEJKA NAPOJOWA,13,Półka 3, Wody mineralne
Red Bull 250ml,7.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Monster Energy 500ml,7.49,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Tiger Energy 250ml,4.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Black Energy 250ml,4.49,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Red Bull Sugar Free 250ml,7.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Monster Ultra Zero 500ml,7.49,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Oshee izotonik 750ml,4.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Powerade Mountain Blast 750ml,5.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Gatorade Cool Blue 750ml,5.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
4Move izotonik 750ml,4.79,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Tiger Zero 250ml,4.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Black Zero 250ml,4.49,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Red Bull Tropical 250ml,7.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Monster Mango Loco 500ml,7.49,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Oshee Zero 750ml,4.99,ALEJKA NAPOJOWA,13,Półka 4, Napoje energetyczne i izotoniczne
Dove Original mydło w kostce,4.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Dove kremowe mydło w płynie 250ml,9.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Palmolive Naturals mydło w kostce,3.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Palmolive mydło w płynie 500ml,11.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Lux mydło w kostce,3.49,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Protex antybakteryjne mydło w kostce,4.49,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Protex mydło w płynie 300ml,10.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Nivea Care mydło w kostce,4.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Nivea kremowe mydło w płynie 250ml,9.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
FA mydło w kostce,3.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
FA mydło w płynie 250ml,8.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Biały Jeleń hipoalergiczne mydło,4.49,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Biały Jeleń mydło w płynie 500ml,12.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Dettol antybakteryjne mydło,5.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Dettol mydło w płynie 250ml,11.99,ALEJKA HIGIENICZNA,16,Półka 1, Mydła
Head & Shoulders Classic 400ml,19.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Head & Shoulders Apple Fresh 400ml,19.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Pantene Pro-V Classic 400ml,18.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Pantene Pro-V Repair 400ml,18.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Elseve Total Repair 400ml,17.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Elseve Color Vive 400ml,17.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Dove Intensive Repair 400ml,16.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Dove Volume & Fullness 400ml,16.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Nivea Care & Hold 400ml,15.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Nivea Pure & Natural 400ml,15.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Schwarzkopf Gliss Kur 400ml,18.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Schwarzkopf Schauma 400ml,14.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Garnier Fructis 400ml,15.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Timotei Fresh 400ml,13.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Ziaja szampon pokrzywowy 500ml,9.99,ALEJKA HIGIENICZNA,16,Półka 2, Szampony
Colgate Total Original 100ml,12.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Colgate Max White 100ml,14.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Sensodyne Pronamel 75ml,16.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Sensodyne Fresh Mint 75ml,15.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Blend-a-med Complete 100ml,13.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Blend-a-med 3D White 100ml,15.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Paradontax Classic 75ml,16.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Paradontax Whitening 75ml,17.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Elmex Sensitive 75ml,15.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Elmex Protection Caries 75ml,14.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Meridol 75ml,16.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Signal White Now 75ml,12.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Lacalut Active 75ml,15.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Oral-B Pro-Expert 75ml,13.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Aquafresh Fresh & Minty 100ml,11.99,ALEJKA HIGIENICZNA,16,Półka 3, Pasty do zębów
Szczoteczka Oral-B Classic,6.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Szczoteczka Colgate Classic,5.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Nić dentystyczna Oral-B,12.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Płyn do płukania ust Listerine 500ml,19.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Dezodorant Nivea Men 150ml,14.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Dezodorant Dove 150ml,15.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Papier toaletowy Velvet 8 rolek,16.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Chusteczki higieniczne Kleenex,5.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Podpaski Always Ultra 10szt,9.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Tampony OB 16szt,11.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Żel pod prysznic Dove 250ml,13.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Żel pod prysznic FA 250ml,11.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Płatki kosmetyczne 120szt,6.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Patyczki higieniczne 200szt,4.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Waciki kosmetyczne 100szt,5.99,ALEJKA HIGIENICZNA,16,Półka 4, Artykuły higieniczne pozostałe
Orbit Spearmint,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Orbit Peppermint,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Winterfresh Classic,4.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Stimorol Classic,4.79,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Stimorol Mint,4.79,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Airwaves Black Mint,5.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Airwaves Green Mint,5.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Five Classic,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Five Peppermint,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Orbit Professional,5.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Orbit White,5.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Winterfresh Ice,4.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Stimorol Ice,4.79,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Airwaves Extreme,5.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Five Turbocharged,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Orbit Watermelon,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Winterfresh Aqua,4.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Stimorol Fusion,4.79,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Airwaves Cherry,5.49,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
Five Energy,4.99,STREFA PRZYKASOWA,15,Półka 1, Gumy do żucia
PowerBar Energize,6.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Clif Bar Original,8.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
SiS Go Energy,7.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Isostar Energy Bar,6.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Nutrend Endurance Bar,5.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
High5 Energy Bar,7.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Powerbar Natural Energy,7.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Maxim Energy Bar,6.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Multipower Energy Bar,7.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Enervit Power Time,8.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Sponser Energy Bar,7.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Weider Energy Bar,6.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Olimp Sport Bar,5.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Activlab Energy Bar,5.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Bakalland BA!,4.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Fitness Authority Bar,6.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Nutrend Protein Bar,7.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Isostar High Energy,7.49,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
PowerBar Ride,7.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
SiS REGO Protein Bar,8.99,STREFA PRZYKASOWA,15,Półka 2, Batony energetyczne
Newsweek,7.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Polityka,7.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Auto Świat,5.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Claudia,4.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Viva,4.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Twój Styl,9.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Focus,8.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
National Geographic,14.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Świat Wiedzy,6.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Forbes,14.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Elle,9.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Glamour,6.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Men's Health,11.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Women's Health,11.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Komputer Świat,9.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
PC Format,12.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
CD-Action,14.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Życie na Gorąco,2.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Tele Tydzień,2.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
Party,3.99,STREFA PRZYKASOWA,15,Półka 3, Czasopisma
BIC Classic,3.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
BIC Mini,3.49,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Cricket Original,3.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Cricket Mini,3.49,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Clipper Classic,4.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Clipper Mini,4.49,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Zippo Standard,89.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Zippo Slim,99.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Atomic Classic,3.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Atomic Mini,3.49,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
Wilkinson Classic,3.99,STREFA PRZYKASOWA,15,Półka 4, Zapalniczki
